user_id,item_id,rating,timestamp_x,timestamp_y
13.0,476.0,2.0,,882141997
189.0,1.0,5.0,,893264174
67.0,147.0,3.0,,875379357
293.0,629.0,3.0,,888907753
87.0,775.0,2.0,,879876848
81.0,3.0,4.0,,876592546
96.0,479.0,4.0,,884403758
201.0,313.0,5.0,,884110598
59.0,170.0,4.0,,888204430
255.0,678.0,2.0,,883215795
272.0,127.0,5.0,,879454725
14.0,530.0,5.0,,890881433
229.0,313.0,2.0,,891631948
70.0,50.0,4.0,,884064188
151.0,692.0,3.0,,879524669
99.0,204.0,4.0,,885679952
106.0,692.0,3.0,,881453290
6.0,221.0,4.0,,883599431
85.0,647.0,4.0,,879453844
286.0,7.0,4.0,,875807003
54.0,268.0,5.0,,883963510
308.0,165.0,3.0,,887736696
7.0,420.0,5.0,,891353219
13.0,685.0,5.0,,882397582
269.0,106.0,1.0,,891451947
193.0,554.0,3.0,,889126088
277.0,1197.0,4.0,,879543768
13.0,877.0,2.0,,882140792
276.0,789.0,3.0,,874791623
119.0,213.0,5.0,,874781257
233.0,482.0,4.0,,877661437
44.0,530.0,5.0,,878348725
34.0,690.0,4.0,,888602513
292.0,276.0,5.0,,881103915
271.0,211.0,5.0,,885849164
90.0,603.0,5.0,,891385132
38.0,672.0,3.0,,892434800
94.0,229.0,3.0,,891722979
207.0,508.0,4.0,,877879259
178.0,218.0,3.0,,882827776
178.0,255.0,4.0,,882824001
248.0,127.0,5.0,,884535084
99.0,508.0,4.0,,885678840
221.0,268.0,5.0,,876502910
129.0,303.0,3.0,,883244011
94.0,33.0,3.0,,891721919
189.0,30.0,4.0,,893266205
92.0,763.0,3.0,,886443192
262.0,77.0,2.0,,879794829
197.0,176.0,5.0,,891409798
109.0,154.0,2.0,,880578121
222.0,210.0,4.0,,878184338
22.0,511.0,4.0,,878887983
305.0,87.0,1.0,,886323153
7.0,193.0,5.0,,892135346
16.0,504.0,5.0,,877718168
147.0,339.0,5.0,,885594204
112.0,750.0,4.0,,884992444
145.0,1001.0,4.0,,875271607
162.0,121.0,4.0,,877636000
274.0,288.0,4.0,,878944379
33.0,307.0,3.0,,891964148
181.0,680.0,1.0,,878961709
179.0,751.0,1.0,,892151565
130.0,993.0,5.0,,874953665
62.0,4.0,4.0,,879374640
7.0,647.0,5.0,,891352489
250.0,2.0,4.0,,878090414
49.0,758.0,1.0,,888067596
22.0,173.0,5.0,,878886368
296.0,510.0,5.0,,884197264
14.0,357.0,2.0,,890881294
144.0,66.0,4.0,,888106078
143.0,331.0,5.0,,888407622
183.0,96.0,3.0,,891463617
276.0,429.0,5.0,,874790972
307.0,21.0,4.0,,876433101
64.0,515.0,5.0,,889737478
290.0,21.0,3.0,,880475695
207.0,133.0,4.0,,875812281
315.0,8.0,3.0,,879820961
87.0,163.0,4.0,,879877083
232.0,8.0,2.0,,888549757
2.0,314.0,1.0,,888980085
222.0,69.0,5.0,,878182338
223.0,322.0,4.0,,891548920
313.0,245.0,3.0,,891013144
213.0,144.0,5.0,,878956047
327.0,210.0,3.0,,887744065
125.0,97.0,3.0,,879454385
38.0,1030.0,5.0,,892434475
108.0,13.0,3.0,,879879834
144.0,62.0,2.0,,888105902
185.0,127.0,5.0,,883525183
60.0,179.0,4.0,,883326566
301.0,184.0,4.0,,882077222
296.0,275.0,4.0,,884196555
111.0,340.0,4.0,,891679692
185.0,528.0,4.0,,883526268
56.0,29.0,3.0,,892910913
293.0,705.0,5.0,,888906338
116.0,750.0,4.0,,886309481
81.0,411.0,2.0,,876534244
280.0,227.0,3.0,,891702153
304.0,271.0,4.0,,884968415
321.0,631.0,4.0,,879440264
290.0,274.0,4.0,,880731874
215.0,22.0,3.0,,891435161
197.0,570.0,4.0,,891410124
1.0,31.0,3.0,,875072144
297.0,574.0,1.0,,875239092
327.0,702.0,2.0,,887819021
200.0,265.0,5.0,,884128372
207.0,131.0,3.0,,878104377
331.0,133.0,3.0,,877196443
326.0,168.0,3.0,,879874859
5.0,267.0,4.0,,875635064
274.0,411.0,3.0,,878945888
214.0,1065.0,5.0,,892668173
30.0,181.0,4.0,,875060217
18.0,196.0,3.0,,880131297
230.0,196.0,5.0,,880484755
178.0,549.0,4.0,,882827689
234.0,506.0,4.0,,892318107
119.0,245.0,4.0,,886176618
183.0,562.0,3.0,,891467003
184.0,498.0,5.0,,889913687
249.0,22.0,5.0,,879572926
289.0,410.0,2.0,,876790361
56.0,1090.0,3.0,,892683641
290.0,218.0,2.0,,880475542
297.0,300.0,3.0,,874953892
334.0,635.0,2.0,,891548155
307.0,22.0,3.0,,879205470
7.0,526.0,5.0,,891351042
236.0,686.0,3.0,,890118372
17.0,9.0,3.0,,885272558
168.0,295.0,4.0,,884287615
186.0,977.0,3.0,,879023273
234.0,462.0,4.0,,892079840
315.0,230.0,4.0,,879821300
6.0,475.0,5.0,,883599478
119.0,697.0,5.0,,874782068
34.0,259.0,2.0,,888602808
205.0,984.0,1.0,,888284710
92.0,431.0,4.0,,875660164
1.0,272.0,3.0,,887431647
126.0,258.0,4.0,,887853919
308.0,959.0,3.0,,887739335
326.0,675.0,4.0,,879875457
295.0,423.0,4.0,,879517372
271.0,241.0,3.0,,885849207
194.0,216.0,3.0,,879523785
222.0,501.0,2.0,,881060331
151.0,228.0,5.0,,879524345
151.0,405.0,3.0,,879543055
207.0,1102.0,3.0,,880839891
279.0,363.0,5.0,,890451473
312.0,98.0,4.0,,891698300
83.0,265.0,5.0,,880308186
38.0,318.0,3.0,,892430071
308.0,628.0,3.0,,887738104
64.0,231.0,3.0,,889740880
277.0,24.0,4.0,,879543931
130.0,572.0,3.0,,878537853
305.0,610.0,3.0,,886324128
194.0,162.0,3.0,,879549899
69.0,56.0,5.0,,882145428
265.0,472.0,3.0,,875320542
216.0,226.0,3.0,,880244803
219.0,179.0,5.0,,889492687
63.0,109.0,4.0,,875747731
43.0,235.0,3.0,,875975520
338.0,211.0,4.0,,879438092
201.0,213.0,4.0,,884111873
119.0,628.0,4.0,,874775185
308.0,528.0,3.0,,887737036
59.0,1109.0,3.0,,888205088
217.0,578.0,5.0,,889070087
162.0,298.0,4.0,,877635690
213.0,447.0,4.0,,878955598
186.0,53.0,1.0,,879023882
269.0,131.0,5.0,,891449728
141.0,125.0,5.0,,884585642
334.0,100.0,5.0,,891544707
314.0,735.0,5.0,,877888855
21.0,218.0,4.0,,874951696
308.0,607.0,3.0,,887737084
164.0,689.0,5.0,,889401490
306.0,1009.0,4.0,,876503995
109.0,147.0,4.0,,880564679
156.0,58.0,4.0,,888185906
234.0,283.0,3.0,,891227814
336.0,108.0,3.0,,877757320
21.0,439.0,1.0,,874951820
246.0,196.0,3.0,,884921861
154.0,137.0,3.0,,879138657
331.0,69.0,5.0,,877196384
210.0,465.0,4.0,,887737131
295.0,588.0,4.0,,879517682
151.0,300.0,4.0,,879523942
291.0,1017.0,4.0,,874833911
269.0,1014.0,3.0,,891446838
92.0,931.0,1.0,,875644796
239.0,286.0,1.0,,889178512
280.0,231.0,3.0,,891701974
87.0,1072.0,3.0,,879876610
293.0,251.0,4.0,,888904734
325.0,187.0,3.0,,891478455
160.0,93.0,5.0,,876767572
250.0,294.0,1.0,,878089033
10.0,704.0,3.0,,877892050
330.0,51.0,5.0,,876546753
24.0,372.0,4.0,,875323553
72.0,176.0,2.0,,880037203
312.0,1203.0,5.0,,891699599
91.0,195.0,5.0,,891439057
90.0,199.0,5.0,,891384423
108.0,125.0,3.0,,879879864
181.0,1362.0,1.0,,878962200
194.0,52.0,4.0,,879525876
234.0,14.0,3.0,,891227730
65.0,1129.0,4.0,,879217258
144.0,518.0,3.0,,888106182
344.0,39.0,3.0,,884901290
125.0,1272.0,1.0,,879454892
262.0,628.0,2.0,,879962366
119.0,1263.0,3.0,,886177338
90.0,9.0,4.0,,891385787
195.0,227.0,3.0,,888737346
313.0,608.0,4.0,,891017585
70.0,260.0,2.0,,884065247
168.0,409.0,4.0,,884287846
234.0,878.0,2.0,,892336477
18.0,367.0,4.0,,880130802
291.0,555.0,1.0,,874868629
35.0,242.0,2.0,,875459166
14.0,514.0,4.0,,879119579
181.0,1291.0,1.0,,878963167
332.0,98.0,5.0,,888359903
332.0,595.0,4.0,,887938574
59.0,14.0,5.0,,888203234
297.0,475.0,5.0,,874954426
1.0,49.0,3.0,,878542478
242.0,1152.0,5.0,,879741196
145.0,203.0,5.0,,875271948
301.0,771.0,2.0,,882079256
73.0,7.0,4.0,,888625956
322.0,479.0,5.0,,887313892
268.0,16.0,3.0,,875306691
267.0,484.0,5.0,,878971542
233.0,48.0,5.0,,877663184
299.0,50.0,4.0,,877877775
92.0,1047.0,1.0,,875644796
323.0,7.0,2.0,,878739355
138.0,238.0,5.0,,879024382
60.0,28.0,5.0,,883326155
73.0,286.0,4.0,,888792192
342.0,764.0,1.0,,875318762
12.0,143.0,5.0,,879959635
293.0,300.0,2.0,,888904004
250.0,44.0,4.0,,878090199
217.0,53.0,1.0,,889069974
5.0,154.0,3.0,,875636691
308.0,488.0,4.0,,887736696
200.0,7.0,4.0,,876042451
7.0,485.0,5.0,,891351851
97.0,28.0,5.0,,884238778
209.0,351.0,2.0,,883589546
245.0,94.0,2.0,,888513081
97.0,428.0,4.0,,884239553
27.0,596.0,2.0,,891542987
59.0,258.0,3.0,,888202749
8.0,294.0,3.0,,879361521
334.0,8.0,4.0,,891547171
127.0,286.0,1.0,,884364525
184.0,972.0,3.0,,889909962
135.0,54.0,3.0,,879858003
6.0,156.0,3.0,,883602212
128.0,427.0,5.0,,879966685
200.0,218.0,5.0,,884129410
234.0,1463.0,5.0,,892333573
238.0,476.0,3.0,,883576799
321.0,483.0,5.0,,879439658
279.0,397.0,4.0,,890780547
344.0,619.0,4.0,,885770181
197.0,385.0,2.0,,891409893
24.0,129.0,3.0,,875246185
116.0,840.0,1.0,,886309958
339.0,270.0,2.0,,891036753
201.0,271.0,4.0,,884110967
178.0,1012.0,4.0,,884837364
79.0,269.0,5.0,,891271792
102.0,173.0,3.0,,888803602
256.0,1119.0,3.0,,882165032
178.0,210.0,5.0,,884837073
11.0,47.0,4.0,,891904551
345.0,473.0,2.0,,884991244
214.0,285.0,5.0,,892668153
264.0,516.0,5.0,,886123655
279.0,662.0,2.0,,875310631
327.0,143.0,4.0,,888251408
181.0,1128.0,1.0,,878962279
119.0,486.0,4.0,,874781547
283.0,588.0,4.0,,879297965
291.0,175.0,2.0,,874867966
343.0,823.0,3.0,,876403851
23.0,421.0,5.0,,874786770
342.0,607.0,3.0,,875318963
269.0,654.0,4.0,,891448980
7.0,89.0,5.0,,891351082
254.0,243.0,2.0,,887347834
230.0,209.0,1.0,,880485283
190.0,300.0,4.0,,891033606
94.0,693.0,4.0,,891720921
320.0,472.0,3.0,,884748750
111.0,326.0,3.0,,891680131
6.0,205.0,3.0,,883600878
130.0,158.0,5.0,,875801897
313.0,670.0,3.0,,891029877
10.0,64.0,4.0,,877886598
236.0,478.0,3.0,,890118106
92.0,778.0,4.0,,875811457
257.0,151.0,4.0,,882050266
291.0,470.0,3.0,,874834768
83.0,22.0,5.0,,880307724
262.0,790.0,3.0,,879795379
326.0,503.0,3.0,,879876542
277.0,117.0,4.0,,879544145
13.0,632.0,3.0,,884538664
87.0,1190.0,4.0,,879876336
303.0,160.0,4.0,,879468375
200.0,357.0,5.0,,884128498
262.0,845.0,4.0,,879962052
127.0,227.0,4.0,,884364867
308.0,490.0,4.0,,887738104
325.0,143.0,1.0,,891479017
186.0,742.0,3.0,,879023073
127.0,300.0,5.0,,884364017
145.0,281.0,4.0,,875272299
94.0,829.0,2.0,,891724800
42.0,25.0,3.0,,881110670
144.0,22.0,5.0,,888105439
334.0,72.0,3.0,,891549192
268.0,31.0,4.0,,875310311
345.0,121.0,3.0,,884991384
197.0,340.0,2.0,,891409199
237.0,28.0,4.0,,879376435
348.0,928.0,5.0,,886523683
363.0,405.0,4.0,,891497015
253.0,566.0,4.0,,891628578
7.0,608.0,4.0,,891351653
46.0,288.0,2.0,,883611307
272.0,772.0,2.0,,879455220
59.0,570.0,4.0,,888205745
298.0,496.0,5.0,,884127603
176.0,751.0,1.0,,886046979
293.0,257.0,2.0,,888904696
236.0,185.0,5.0,,890118307
58.0,156.0,5.0,,884304955
17.0,237.0,2.0,,885272628
236.0,864.0,2.0,,890117073
234.0,660.0,4.0,,892334543
106.0,923.0,4.0,,881453355
270.0,703.0,4.0,,876955019
58.0,237.0,4.0,,884304396
301.0,511.0,4.0,,882075803
56.0,94.0,4.0,,892910292
151.0,425.0,4.0,,879528647
311.0,708.0,5.0,,884366397
244.0,90.0,4.0,,880607684
204.0,310.0,1.0,,892389073
177.0,179.0,5.0,,880131057
79.0,313.0,2.0,,891271086
201.0,175.0,2.0,,884140022
114.0,157.0,2.0,,881260611
141.0,825.0,4.0,,884585247
323.0,150.0,4.0,,878739568
325.0,181.0,4.0,,891478160
222.0,689.0,4.0,,881058008
42.0,222.0,4.0,,881105882
291.0,396.0,4.0,,874867757
94.0,34.0,1.0,,891723558
218.0,762.0,4.0,,877489091
114.0,183.0,5.0,,881260545
308.0,265.0,3.0,,887737647
295.0,1401.0,5.0,,879966498
59.0,1047.0,2.0,,888203371
92.0,628.0,4.0,,875639823
54.0,333.0,5.0,,880928745
81.0,410.0,4.0,,876533946
51.0,132.0,4.0,,883498655
110.0,715.0,2.0,,886989440
186.0,550.0,4.0,,879023985
145.0,159.0,4.0,,875272299
269.0,316.0,4.0,,891446132
13.0,517.0,5.0,,882139746
1.0,175.0,5.0,,875072547
201.0,204.0,4.0,,884113082
65.0,318.0,5.0,,879217689
178.0,1035.0,4.0,,882828350
89.0,26.0,3.0,,879459909
263.0,69.0,5.0,,891298914
53.0,199.0,5.0,,879442384
322.0,179.0,5.0,,887314416
24.0,477.0,5.0,,875323594
298.0,200.0,3.0,,884183063
314.0,983.0,4.0,,877892488
15.0,924.0,3.0,,879456204
308.0,443.0,3.0,,887740500
130.0,779.0,4.0,,878537558
276.0,597.0,3.0,,874787150
69.0,689.0,3.0,,882027284
178.0,480.0,3.0,,882826048
299.0,1141.0,4.0,,877880522
92.0,1213.0,2.0,,875907079
174.0,332.0,5.0,,886432901
313.0,494.0,3.0,,891016193
38.0,393.0,5.0,,892430282
18.0,179.0,4.0,,880129877
363.0,616.0,3.0,,891498135
154.0,182.0,5.0,,879138783
148.0,473.0,5.0,,877399322
349.0,105.0,2.0,,879466283
189.0,847.0,4.0,,893264150
299.0,479.0,4.0,,878192556
157.0,740.0,2.0,,886889876
107.0,258.0,4.0,,891264466
85.0,480.0,4.0,,879453658
12.0,191.0,5.0,,879960801
221.0,129.0,5.0,,875244331
262.0,419.0,3.0,,879791710
301.0,411.0,1.0,,882074867
105.0,258.0,5.0,,889214306
354.0,847.0,3.0,,891216713
263.0,328.0,4.0,,891297330
60.0,633.0,4.0,,883326995
2.0,13.0,4.0,,888551922
262.0,238.0,4.0,,879792713
12.0,196.0,5.0,,879959553
337.0,106.0,2.0,,875184682
303.0,62.0,2.0,,879484159
341.0,880.0,5.0,,890757997
119.0,188.0,4.0,,874781742
14.0,498.0,5.0,,890881384
268.0,82.0,3.0,,875310784
336.0,395.0,2.0,,877757094
344.0,25.0,4.0,,884814480
288.0,340.0,5.0,,886372155
294.0,147.0,4.0,,877819845
303.0,257.0,4.0,,879544558
22.0,999.0,4.0,,878886902
299.0,582.0,2.0,,889502159
180.0,69.0,4.0,,877355568
146.0,262.0,4.0,,891457714
332.0,332.0,4.0,,887916411
297.0,448.0,3.0,,875240171
233.0,269.0,5.0,,891920842
290.0,473.0,1.0,,880475420
374.0,231.0,2.0,,880939228
254.0,259.0,2.0,,886470859
149.0,305.0,4.0,,883512658
269.0,919.0,4.0,,891446132
115.0,172.0,4.0,,881171273
13.0,61.0,4.0,,882140552
308.0,610.0,4.0,,887738847
270.0,222.0,5.0,,876954521
99.0,685.0,3.0,,885678840
210.0,200.0,5.0,,887737040
64.0,240.0,1.0,,889740462
295.0,99.0,4.0,,879517741
197.0,92.0,1.0,,891410082
5.0,90.0,3.0,,875636297
13.0,457.0,1.0,,883670785
21.0,292.0,3.0,,874950889
326.0,132.0,4.0,,879875398
263.0,245.0,4.0,,891297417
138.0,111.0,4.0,,879022890
297.0,116.0,4.0,,874954260
343.0,143.0,4.0,,876406677
198.0,1014.0,2.0,,884206330
184.0,478.0,4.0,,889908902
375.0,44.0,3.0,,886622131
189.0,483.0,5.0,,893265291
128.0,591.0,4.0,,879967879
269.0,497.0,3.0,,891449429
347.0,268.0,4.0,,881652169
130.0,959.0,4.0,,876251865
118.0,816.0,3.0,,875385335
99.0,56.0,5.0,,885679833
279.0,92.0,4.0,,890282182
303.0,1088.0,2.0,,879544946
59.0,562.0,4.0,,888206094
174.0,655.0,5.0,,886514168
69.0,151.0,5.0,,882072998
279.0,490.0,3.0,,890282225
1.0,108.0,5.0,,875240920
58.0,204.0,4.0,,884304701
254.0,15.0,3.0,,886471307
276.0,432.0,5.0,,874792839
337.0,631.0,4.0,,875429292
212.0,191.0,3.0,,879303830
85.0,661.0,4.0,,879454005
95.0,510.0,4.0,,879196188
125.0,270.0,4.0,,881357122
11.0,722.0,3.0,,891905349
177.0,948.0,2.0,,882141918
253.0,175.0,2.0,,891628884
94.0,156.0,5.0,,891725332
279.0,207.0,5.0,,875310394
135.0,379.0,2.0,,879857956
345.0,282.0,3.0,,884991419
215.0,8.0,2.0,,891436177
85.0,283.0,3.0,,879454467
279.0,173.0,5.0,,875296461
312.0,209.0,3.0,,891699207
10.0,519.0,5.0,,877892050
92.0,181.0,4.0,,876175052
62.0,155.0,1.0,,879376633
342.0,974.0,2.0,,874984789
219.0,303.0,4.0,,889386799
308.0,205.0,3.0,,887738191
201.0,462.0,1.0,,884141208
128.0,294.0,4.0,,879966376
151.0,837.0,4.0,,879524642
313.0,100.0,5.0,,891013681
60.0,186.0,4.0,,883326566
94.0,483.0,5.0,,885870115
43.0,1.0,5.0,,875975579
218.0,654.0,4.0,,881288234
357.0,294.0,4.0,,878951101
296.0,277.0,5.0,,884198772
382.0,127.0,3.0,,875945781
70.0,228.0,5.0,,884064269
373.0,151.0,4.0,,877100129
271.0,52.0,4.0,,885849470
178.0,22.0,5.0,,882826187
320.0,278.0,3.0,,884748886
374.0,111.0,2.0,,880393268
1.0,163.0,4.0,,875072442
173.0,260.0,4.0,,877557345
128.0,190.0,4.0,,879967016
318.0,501.0,4.0,,884496984
207.0,187.0,5.0,,877878688
168.0,123.0,3.0,,884287822
352.0,216.0,4.0,,884290390
137.0,235.0,5.0,,881433357
6.0,484.0,5.0,,883601011
280.0,499.0,4.0,,891700496
337.0,1133.0,4.0,,875236281
201.0,406.0,1.0,,884114505
332.0,97.0,5.0,,888359903
249.0,121.0,3.0,,879572705
347.0,300.0,5.0,,881652054
291.0,72.0,4.0,,875086090
330.0,485.0,5.0,,876546839
328.0,231.0,2.0,,885048762
322.0,318.0,4.0,,887314280
59.0,169.0,4.0,,888204757
387.0,180.0,4.0,,886479737
115.0,511.0,5.0,,881172117
21.0,758.0,1.0,,874951314
385.0,4.0,2.0,,879445260
89.0,694.0,5.0,,879460027
280.0,576.0,3.0,,891702276
290.0,164.0,4.0,,880474010
299.0,1020.0,4.0,,878192237
321.0,276.0,3.0,,879438987
234.0,1149.0,3.0,,892318060
310.0,274.0,3.0,,879436534
340.0,265.0,5.0,,884990470
314.0,1220.0,5.0,,877892293
379.0,520.0,5.0,,880524908
21.0,860.0,2.0,,874951727
7.0,471.0,4.0,,891352864
312.0,919.0,3.0,,891699263
373.0,68.0,5.0,,877106741
178.0,195.0,4.0,,882826944
293.0,720.0,1.0,,888907674
224.0,704.0,3.0,,888103812
389.0,109.0,3.0,,879915745
207.0,328.0,2.0,,884386312
169.0,133.0,4.0,,891359171
201.0,325.0,5.0,,884111064
311.0,965.0,3.0,,884365686
280.0,559.0,3.0,,891701583
323.0,282.0,3.0,,878739543
213.0,678.0,4.0,,878870275
43.0,946.0,4.0,,883955247
114.0,182.0,3.0,,881259994
278.0,22.0,5.0,,891295360
264.0,381.0,4.0,,886123596
342.0,574.0,1.0,,875320124
248.0,186.0,5.0,,884534695
379.0,732.0,5.0,,880525995
109.0,866.0,4.0,,880571872
196.0,580.0,2.0,,881252056
244.0,258.0,5.0,,880601905
269.0,856.0,5.0,,891448220
178.0,455.0,3.0,,882825357
201.0,578.0,2.0,,884310148
373.0,114.0,5.0,,877098402
347.0,280.0,4.0,,881652657
7.0,481.0,5.0,,891352341
179.0,750.0,1.0,,892151270
234.0,136.0,4.0,,892317967
293.0,479.0,4.0,,888905923
293.0,464.0,3.0,,888906927
189.0,225.0,4.0,,893264703
25.0,520.0,3.0,,885852150
264.0,216.0,5.0,,886123358
311.0,946.0,4.0,,884366270
299.0,17.0,1.0,,889503374
322.0,92.0,4.0,,887314073
269.0,98.0,4.0,,891448951
60.0,163.0,4.0,,883327566
361.0,402.0,3.0,,879441179
341.0,948.0,3.0,,890758169
