user_id,item_id,rating,timestamp
42.0,423.0,5.0,881107687.0
292.0,515.0,4.0,881103977.0
115.0,20.0,3.0,881171009.0
20.0,288.0,1.0,879667584.0
201.0,,4.0,
13.0,526.0,3.0,882141053.0
246.0,919.0,4.0,884920949.0
138.0,26.0,5.0,
167.0,232.0,1.0,892738341.0
60.0,427.0,5.0,883326620.0
57.0,304.0,5.0,883698581.0
223.0,274.0,,
189.0,512.0,,893277702.0
,15.0,3.0,879987440.0
92.0,1049.0,1.0,890251826.0
246.0,416.0,3.0,884923047.0
194.0,165.0,,879546723.0
241.0,690.0,2.0,887249482.0
178.0,248.0,4.0,882823954.0
254.0,1444.0,3.0,886475558.0
293.0,5.0,,888906576.0
127.0,229.0,5.0,884364867.0
225.0,237.0,5.0,
299.0,229.0,3.0,878192429.0
225.0,480.0,5.0,879540748.0
276.0,54.0,,874791025.0
,144.0,5.0,874835091.0
222.0,366.0,4.0,878183381.0
267.0,518.0,5.0,878971773.0
42.0,403.0,3.0,881108684.0
11.0,,4.0,891903862.0
95.0,625.0,4.0,888954412.0
8.0,338.0,,879361873.0
162.0,25.0,4.0,877635573.0
87.0,1016.0,4.0,879876194.0
279.0,154.0,,875296291.0
,275.0,2.0,885557505.0
119.0,1153.0,5.0,874781198.0
62.0,498.0,,879373848.0
62.0,382.0,3.0,879375537.0
28.0,209.0,4.0,881961214.0
135.0,23.0,4.0,879857765.0
32.0,294.0,3.0,883709863.0
90.0,382.0,,891383835.0
,208.0,4.0,877531942.0
293.0,685.0,3.0,888905170.0
216.0,,4.0,880234639.0
166.0,328.0,5.0,886397722.0
250.0,496.0,4.0,878090499.0
271.0,132.0,5.0,885848672.0
,174.0,5.0,876860807.0
265.0,118.0,4.0,875320714.0
198.0,,3.0,884207492.0
42.0,96.0,5.0,881107178.0
168.0,151.0,5.0,884288058.0
110.0,307.0,4.0,886987260.0
,144.0,4.0,884304936.0
90.0,648.0,4.0,891384754.0
271.0,346.0,4.0,
62.0,21.0,3.0,879373460.0
,832.0,3.0,881375854.0
237.0,514.0,4.0,879376641.0
94.0,789.0,4.0,891720887.0
128.0,485.0,3.0,879966895.0
298.0,317.0,4.0,
44.0,195.0,5.0,878347874.0
264.0,200.0,5.0,886122352.0
194.0,385.0,2.0,879524643.0
72.0,195.0,5.0,880037702.0
222.0,750.0,5.0,883815120.0
250.0,,3.0,878089182.0
41.0,265.0,3.0,890687042.0
224.0,245.0,3.0,888082216.0
82.0,135.0,3.0,878769629.0
262.0,1147.0,4.0,879791710.0
293.0,471.0,3.0,888904884.0
216.0,658.0,3.0,880245029.0
250.0,140.0,3.0,
59.0,23.0,5.0,
286.0,379.0,5.0,877533771.0
244.0,815.0,4.0,880605185.0
7.0,,4.0,891352010.0
174.0,368.0,1.0,886434402.0
87.0,274.0,4.0,879876734.0
194.0,1211.0,2.0,879551380.0
82.0,1134.0,2.0,884714402.0
13.0,836.0,2.0,882139746.0
13.0,272.0,4.0,884538403.0
244.0,756.0,2.0,880605157.0
305.0,427.0,,886323090.0
95.0,787.0,2.0,888954930.0
,14.0,2.0,
,955.0,4.0,
57.0,419.0,3.0,883698454.0
84.0,,3.0,
269.0,504.0,4.0,
299.0,111.0,3.0,877878184.0
194.0,,4.0,879525876.0
160.0,135.0,4.0,876860807.0
99.0,,3.0,885678247.0
10.0,486.0,4.0,877886846.0
259.0,117.0,4.0,874724988.0
85.0,427.0,3.0,879456350.0
303.0,919.0,4.0,879467295.0
213.0,273.0,5.0,878870987.0
,514.0,3.0,891387947.0
90.0,98.0,,891383204.0
,559.0,2.0,888067405.0
,794.0,3.0,881108425.0
155.0,323.0,2.0,879371261.0
68.0,117.0,4.0,
172.0,177.0,4.0,875537965.0
19.0,4.0,4.0,885412840.0
268.0,231.0,4.0,875744136.0
5.0,,3.0,875636053.0
305.0,117.0,2.0,886324028.0
44.0,294.0,4.0,883612356.0
43.0,137.0,4.0,875975656.0
279.0,1336.0,,
80.0,466.0,5.0,887401701.0
254.0,164.0,4.0,886472768.0
298.0,281.0,3.0,884183336.0
279.0,1240.0,1.0,
66.0,298.0,4.0,883601324.0
,443.0,3.0,880130193.0
268.0,1035.0,2.0,
99.0,79.0,4.0,885680138.0
13.0,98.0,4.0,881515011.0
26.0,258.0,3.0,
7.0,455.0,4.0,891353086.0
222.0,755.0,,878183481.0
200.0,673.0,5.0,884128554.0
119.0,328.0,4.0,876923913.0
213.0,172.0,5.0,878955442.0
276.0,322.0,3.0,874786392.0
,1217.0,3.0,891723086.0
130.0,379.0,4.0,
38.0,328.0,4.0,892428688.0
160.0,719.0,3.0,876857977.0
293.0,1267.0,3.0,888906966.0
26.0,930.0,2.0,891385985.0
130.0,216.0,4.0,875216545.0
92.0,,3.0,886443455.0
256.0,,4.0,882164999.0
,61.0,4.0,878542420.0
72.0,,4.0,880036718.0
56.0,755.0,3.0,892910207.0
13.0,360.0,4.0,882140926.0
15.0,405.0,2.0,879455957.0
92.0,77.0,,875654637.0
207.0,,2.0,884386343.0
292.0,174.0,5.0,881105481.0
232.0,483.0,5.0,888549622.0
251.0,748.0,2.0,886272175.0
224.0,26.0,3.0,888104153.0
181.0,220.0,4.0,878962392.0
259.0,255.0,4.0,874724710.0
305.0,471.0,4.0,886323648.0
52.0,280.0,3.0,882922806.0
161.0,202.0,5.0,891170769.0
148.0,408.0,5.0,877399018.0
125.0,235.0,2.0,
97.0,228.0,5.0,884238860.0
58.0,1098.0,4.0,884304936.0
83.0,234.0,,
90.0,347.0,4.0,891383319.0
272.0,178.0,5.0,879455113.0
194.0,181.0,3.0,879521396.0
,478.0,4.0,879454628.0
110.0,688.0,1.0,886987605.0
299.0,14.0,4.0,877877775.0
151.0,10.0,5.0,
,127.0,4.0,891446165.0
6.0,14.0,5.0,883599249.0
54.0,106.0,3.0,880937882.0
303.0,,5.0,879467542.0
16.0,944.0,1.0,877727122.0
301.0,790.0,4.0,882078621.0
,1091.0,3.0,874793035.0
305.0,214.0,2.0,886323068.0
194.0,1028.0,2.0,879541148.0
91.0,323.0,,891438397.0
87.0,554.0,4.0,
294.0,109.0,4.0,877819599.0
286.0,171.0,4.0,877531791.0
200.0,318.0,,884128458.0
229.0,,1.0,891632142.0
178.0,568.0,4.0,
303.0,842.0,2.0,879484804.0
62.0,65.0,4.0,879374686.0
,591.0,3.0,876018608.0
92.0,172.0,4.0,875653271.0
,,4.0,882078040.0
,339.0,,882157581.0
70.0,746.0,3.0,884150257.0
63.0,242.0,3.0,875747190.0
28.0,,3.0,881961671.0
279.0,,4.0,875307407.0
250.0,7.0,4.0,878089716.0
14.0,98.0,,890881335.0
299.0,1018.0,3.0,889502324.0
194.0,54.0,3.0,879525876.0
303.0,815.0,3.0,879485532.0
119.0,,5.0,874775038.0
295.0,218.0,5.0,879966498.0
268.0,930.0,2.0,
268.0,2.0,2.0,875744173.0
,258.0,4.0,883601089.0
233.0,202.0,,879394264.0
83.0,,4.0,880308578.0
214.0,334.0,3.0,891542540.0
192.0,476.0,2.0,881368243.0
100.0,344.0,4.0,891374868.0
268.0,145.0,1.0,
301.0,56.0,4.0,882076587.0
307.0,89.0,5.0,879283786.0
234.0,141.0,3.0,892334609.0
83.0,576.0,,
181.0,264.0,2.0,
297.0,133.0,4.0,875240090.0
38.0,153.0,5.0,892430369.0
7.0,382.0,4.0,891352093.0
264.0,813.0,4.0,886122952.0
181.0,872.0,1.0,878961814.0
201.0,146.0,1.0,884140579.0
85.0,507.0,,879456199.0
269.0,367.0,3.0,891450023.0
59.0,468.0,,888205855.0
286.0,143.0,4.0,
,96.0,1.0,889124507.0
113.0,595.0,,875936424.0
292.0,,5.0,881104093.0
130.0,1014.0,3.0,876250718.0
,98.0,4.0,875155140.0
189.0,520.0,5.0,893265380.0
219.0,82.0,1.0,889452455.0
218.0,209.0,5.0,877488546.0
123.0,427.0,3.0,879873020.0
119.0,222.0,5.0,874775311.0
158.0,177.0,4.0,880134407.0
222.0,118.0,4.0,877563802.0
302.0,322.0,2.0,879436875.0
279.0,501.0,3.0,875308843.0
,79.0,5.0,882076403.0
181.0,3.0,2.0,
201.0,695.0,1.0,884140115.0
13.0,198.0,3.0,881515193.0
1.0,189.0,3.0,888732928.0
145.0,237.0,5.0,
23.0,385.0,4.0,874786462.0
201.0,767.0,,
296.0,705.0,5.0,884197193.0
42.0,546.0,3.0,881105817.0
33.0,872.0,3.0,891964230.0
301.0,554.0,3.0,882078830.0
16.0,64.0,5.0,877720297.0
,135.0,,
154.0,357.0,4.0,879138713.0
77.0,484.0,5.0,884733766.0
296.0,508.0,5.0,884196584.0
,303.0,2.0,879436785.0
244.0,,3.0,880606667.0
222.0,77.0,4.0,878183616.0
13.0,215.0,5.0,
16.0,705.0,5.0,877722736.0
270.0,452.0,,876956264.0
145.0,15.0,2.0,
,64.0,5.0,
200.0,304.0,5.0,876041644.0
170.0,749.0,5.0,887646170.0
101.0,829.0,3.0,877136138.0
184.0,218.0,3.0,889909840.0
128.0,204.0,4.0,879967478.0
181.0,,1.0,878961781.0
184.0,153.0,3.0,
1.0,33.0,4.0,878542699.0
1.0,160.0,4.0,875072547.0
184.0,321.0,5.0,889906967.0
54.0,595.0,3.0,880937813.0
94.0,343.0,4.0,891725009.0
128.0,508.0,4.0,
23.0,323.0,,874784266.0
301.0,227.0,3.0,882077222.0
301.0,191.0,3.0,882075672.0
112.0,903.0,1.0,892440172.0
82.0,183.0,3.0,878769848.0
222.0,724.0,3.0,878181976.0
218.0,430.0,3.0,877488316.0
308.0,1197.0,4.0,887739521.0
303.0,134.0,,879467959.0
133.0,751.0,3.0,890588547.0
215.0,212.0,2.0,891435680.0
69.0,,5.0,882126156.0
254.0,662.0,4.0,887347350.0
276.0,2.0,4.0,874792436.0
104.0,984.0,1.0,888442575.0
63.0,1067.0,3.0,875747514.0
267.0,410.0,4.0,878970785.0
13.0,56.0,5.0,881515011.0
240.0,879.0,3.0,885775745.0
286.0,237.0,,875806800.0
294.0,271.0,,889241426.0
90.0,1086.0,4.0,891384424.0
18.0,26.0,4.0,880129731.0
92.0,229.0,3.0,875656201.0
308.0,649.0,4.0,
144.0,89.0,3.0,888105691.0
191.0,,4.0,891560253.0
59.0,951.0,3.0,888206409.0
200.0,96.0,5.0,884129409.0
16.0,197.0,5.0,877726146.0
61.0,678.0,,892302309.0
271.0,199.0,4.0,885848448.0
271.0,709.0,3.0,
,169.0,5.0,888640356.0
275.0,597.0,3.0,876197678.0
222.0,151.0,3.0,878182109.0
87.0,40.0,3.0,879876917.0
207.0,258.0,4.0,877879172.0
272.0,1393.0,2.0,879454663.0
177.0,333.0,4.0,880130397.0
,1115.0,2.0,879664906.0
,577.0,3.0,889503806.0
271.0,378.0,4.0,885849447.0
305.0,425.0,4.0,886324486.0
49.0,959.0,2.0,888068912.0
94.0,1224.0,3.0,891722802.0
130.0,1017.0,3.0,874953895.0
10.0,175.0,3.0,877888677.0
203.0,321.0,3.0,880433418.0
191.0,286.0,4.0,891560842.0
43.0,323.0,3.0,875975110.0
21.0,558.0,5.0,
,96.0,5.0,891409839.0
13.0,344.0,2.0,888073635.0
,66.0,3.0,879527264.0
234.0,206.0,4.0,892334543.0
308.0,,4.0,887740700.0
308.0,640.0,4.0,
269.0,522.0,5.0,891447773.0
94.0,265.0,,891721889.0
268.0,62.0,3.0,875310824.0
272.0,12.0,5.0,879455254.0
121.0,291.0,3.0,891390477.0
296.0,20.0,5.0,884196921.0
134.0,286.0,3.0,891732334.0
180.0,462.0,5.0,877544218.0
234.0,612.0,3.0,892079140.0
104.0,117.0,2.0,888465972.0
38.0,758.0,,892434626.0
269.0,845.0,1.0,891456255.0
7.0,163.0,4.0,
234.0,1451.0,3.0,892078343.0
,405.0,2.0,876197645.0
52.0,250.0,3.0,882922661.0
102.0,823.0,3.0,888801465.0
13.0,186.0,4.0,890704999.0
,,4.0,882827532.0
236.0,71.0,3.0,890116671.0
256.0,781.0,5.0,882165296.0
263.0,176.0,5.0,891299752.0
244.0,,3.0,880605697.0
279.0,1181.0,4.0,875314001.0
43.0,815.0,4.0,883956189.0
83.0,78.0,2.0,880309089.0
151.0,197.0,5.0,879528710.0
254.0,436.0,2.0,886474216.0
109.0,631.0,3.0,880579371.0
,716.0,3.0,875239422.0
249.0,188.0,4.0,
,699.0,4.0,888106106.0
301.0,,4.0,882075994.0
64.0,,3.0,889737542.0
92.0,501.0,2.0,875653665.0
222.0,97.0,4.0,878181739.0
268.0,436.0,3.0,875310745.0
293.0,135.0,5.0,
213.0,173.0,5.0,
160.0,460.0,2.0,876861185.0
13.0,498.0,4.0,882139901.0
59.0,715.0,5.0,888205921.0
5.0,17.0,4.0,875636198.0
,163.0,5.0,879454956.0
174.0,315.0,5.0,886432749.0
,505.0,3.0,881260203.0
213.0,515.0,4.0,878870518.0
23.0,196.0,,874786926.0
128.0,15.0,4.0,879968827.0
239.0,56.0,4.0,889179478.0
,279.0,1.0,878962955.0
291.0,80.0,4.0,875086354.0
250.0,238.0,,878089963.0
201.0,649.0,3.0,884114275.0
60.0,60.0,5.0,883327734.0
181.0,325.0,2.0,878961814.0
119.0,407.0,3.0,887038665.0
287.0,,5.0,875334088.0
216.0,,3.0,
216.0,531.0,4.0,
203.0,471.0,4.0,880434463.0
92.0,587.0,3.0,875660408.0
13.0,892.0,3.0,882774224.0
213.0,176.0,4.0,
286.0,288.0,5.0,875806672.0
,1047.0,,881009697.0
99.0,111.0,1.0,885678886.0
11.0,558.0,3.0,891904214.0
65.0,47.0,2.0,879216672.0
295.0,194.0,4.0,879517412.0
269.0,217.0,2.0,891451610.0
85.0,259.0,2.0,881705026.0
250.0,596.0,5.0,878089921.0
137.0,,5.0,881433689.0
201.0,960.0,2.0,884112077.0
257.0,137.0,4.0,882049932.0
111.0,328.0,4.0,891679939.0
91.0,480.0,4.0,891438875.0
215.0,211.0,4.0,891436202.0
181.0,938.0,,878961586.0
189.0,1060.0,5.0,893264301.0
1.0,20.0,4.0,887431883.0
,404.0,4.0,879468375.0
299.0,305.0,3.0,879737314.0
187.0,210.0,4.0,879465242.0
222.0,278.0,2.0,877563913.0
214.0,568.0,4.0,892668197.0
,770.0,,888906655.0
285.0,191.0,4.0,890595859.0
303.0,252.0,3.0,
96.0,156.0,,
72.0,1110.0,3.0,880037334.0
115.0,1067.0,4.0,881171009.0
7.0,430.0,3.0,891352178.0
116.0,350.0,3.0,886977926.0
73.0,480.0,4.0,888625753.0
269.0,246.0,5.0,891457067.0
263.0,419.0,5.0,891299514.0
,431.0,3.0,884150257.0
221.0,475.0,4.0,875244204.0
72.0,182.0,5.0,880036515.0
25.0,357.0,,885852757.0
290.0,,5.0,880473582.0
189.0,526.0,4.0,893266205.0
299.0,303.0,3.0,877618584.0
264.0,294.0,3.0,886121516.0
200.0,365.0,,884129962.0
187.0,135.0,4.0,879465653.0
184.0,187.0,4.0,889909024.0
63.0,289.0,2.0,875746985.0
13.0,,4.0,882397650.0
298.0,486.0,3.0,884183063.0
235.0,185.0,4.0,889655435.0
62.0,712.0,4.0,879376178.0
246.0,94.0,2.0,884923505.0
54.0,742.0,5.0,880934806.0
63.0,762.0,3.0,875747688.0
11.0,,3.0,891904596.0
92.0,168.0,4.0,875653723.0
8.0,550.0,3.0,879362356.0
307.0,,4.0,879283480.0
303.0,200.0,4.0,879468459.0
256.0,849.0,2.0,882164603.0
72.0,54.0,3.0,880036854.0
164.0,406.0,2.0,889402389.0
,150.0,4.0,880125101.0
224.0,77.0,4.0,888103872.0
193.0,,3.0,889127811.0
94.0,184.0,2.0,891720862.0
281.0,338.0,2.0,881200457.0
,,3.0,874953794.0
128.0,371.0,1.0,879966954.0
94.0,720.0,1.0,
182.0,,3.0,885613067.0
129.0,873.0,1.0,883245452.0
254.0,229.0,4.0,886474580.0
64.0,381.0,4.0,879365491.0
151.0,176.0,2.0,879524293.0
,25.0,,881014015.0
193.0,879.0,3.0,889123257.0
276.0,922.0,4.0,
,57.0,3.0,874787526.0
,187.0,4.0,892079140.0
181.0,306.0,1.0,
21.0,,,874951293.0
293.0,249.0,3.0,
264.0,721.0,5.0,886123656.0
10.0,,5.0,877886722.0
,346.0,,891409070.0
276.0,142.0,3.0,874792945.0
308.0,,4.0,887736584.0
,943.0,4.0,875246759.0
131.0,126.0,4.0,883681514.0
268.0,824.0,2.0,876518557.0
109.0,8.0,3.0,880572642.0
198.0,58.0,3.0,
230.0,680.0,4.0,880484286.0
,741.0,1.0,878962918.0
192.0,1061.0,4.0,881368891.0
234.0,448.0,3.0,892335501.0
,900.0,4.0,891382309.0
193.0,941.0,4.0,889124890.0
128.0,603.0,5.0,879966839.0
,905.0,2.0,887855283.0
244.0,265.0,4.0,880606634.0
,289.0,3.0,
157.0,25.0,,886890787.0
305.0,71.0,3.0,886323684.0
119.0,382.0,5.0,874781742.0
21.0,222.0,2.0,
231.0,181.0,4.0,888605273.0
280.0,508.0,3.0,891700453.0
288.0,132.0,3.0,886374129.0
279.0,1497.0,2.0,
301.0,33.0,4.0,882078228.0
72.0,699.0,3.0,880036783.0
90.0,259.0,2.0,891382392.0
308.0,55.0,3.0,887738760.0
59.0,742.0,3.0,888203053.0
94.0,744.0,4.0,891721462.0
130.0,642.0,4.0,875216933.0
,,3.0,891352136.0
56.0,121.0,,892679480.0
82.0,508.0,2.0,884714249.0
62.0,,4.0,879373613.0
,40.0,3.0,874791871.0
181.0,1015.0,1.0,878963121.0
152.0,301.0,3.0,880147407.0
178.0,845.0,,882824291.0
217.0,,,889070087.0
,303.0,4.0,891271203.0
138.0,484.0,4.0,879024127.0
308.0,81.0,5.0,
75.0,,2.0,884050393.0
269.0,198.0,4.0,891447062.0
307.0,,3.0,877122695.0
222.0,781.0,3.0,881059677.0
121.0,740.0,3.0,891390544.0
269.0,22.0,1.0,891448072.0
13.0,864.0,4.0,882141924.0
230.0,742.0,5.0,880485043.0
269.0,507.0,4.0,891448800.0
239.0,1099.0,5.0,889179253.0
245.0,1028.0,5.0,888513447.0
56.0,546.0,3.0,892679460.0
295.0,961.0,5.0,879519556.0
271.0,1028.0,2.0,885848102.0
222.0,812.0,2.0,881059117.0
69.0,240.0,3.0,882126156.0
10.0,7.0,4.0,877892210.0
22.0,,3.0,878887112.0
294.0,931.0,3.0,889242857.0
82.0,717.0,1.0,884714492.0
279.0,399.0,,875313859.0
,234.0,1.0,891449406.0
,98.0,5.0,883600680.0
,1039.0,4.0,879988184.0
,181.0,,884125629.0
282.0,325.0,1.0,881703044.0
78.0,323.0,1.0,879633567.0
118.0,200.0,5.0,875384647.0
283.0,1114.0,5.0,879297545.0
,292.0,4.0,891034835.0
70.0,217.0,4.0,884151119.0
10.0,100.0,5.0,877891747.0
245.0,181.0,4.0,888513664.0
,333.0,3.0,
246.0,561.0,1.0,884923445.0
13.0,901.0,1.0,
276.0,70.0,4.0,874790826.0
244.0,17.0,2.0,880607205.0
189.0,56.0,5.0,893265263.0
226.0,242.0,5.0,883888671.0
62.0,1016.0,4.0,879373008.0
276.0,417.0,4.0,874792907.0
214.0,478.0,4.0,891544052.0
306.0,,4.0,876504354.0
222.0,26.0,3.0,878183043.0
280.0,631.0,5.0,
60.0,430.0,5.0,883326122.0
56.0,71.0,4.0,892683275.0
42.0,274.0,5.0,
1.0,202.0,,
13.0,809.0,4.0,882397582.0
173.0,289.0,4.0,877556988.0
15.0,749.0,,879455311.0
185.0,23.0,4.0,883524249.0
280.0,540.0,,891702304.0
244.0,,,880604077.0
150.0,293.0,4.0,878746946.0
,497.0,4.0,891352134.0
178.0,317.0,,882826915.0
178.0,742.0,3.0,882823833.0
95.0,,3.0,880572658.0
234.0,1462.0,3.0,892333865.0
97.0,222.0,5.0,884238887.0
109.0,127.0,2.0,880563471.0
117.0,268.0,5.0,
269.0,705.0,2.0,891448850.0
130.0,1246.0,3.0,876252497.0
264.0,655.0,4.0,886123530.0
207.0,13.0,3.0,875506839.0
42.0,588.0,5.0,
246.0,409.0,2.0,884923372.0
87.0,,4.0,879876702.0
,304.0,3.0,877135677.0
256.0,127.0,4.0,882164406.0
92.0,794.0,3.0,
181.0,762.0,2.0,878963418.0
213.0,235.0,1.0,878955115.0
92.0,739.0,2.0,876175582.0
292.0,661.0,5.0,881105561.0
,665.0,4.0,884922831.0
274.0,845.0,5.0,878945579.0
188.0,,5.0,875072583.0
18.0,86.0,4.0,
5.0,439.0,1.0,878844423.0
236.0,632.0,3.0,890116254.0
193.0,407.0,4.0,889127921.0
144.0,709.0,4.0,888105940.0
90.0,1198.0,,891383866.0
48.0,609.0,4.0,879434819.0
5.0,225.0,2.0,
22.0,128.0,5.0,878887983.0
311.0,432.0,4.0,884365485.0
8.0,22.0,5.0,879362183.0
276.0,188.0,4.0,874792547.0
222.0,173.0,5.0,878183043.0
72.0,866.0,4.0,880035887.0
299.0,134.0,4.0,878192311.0
1.0,,,
,295.0,3.0,887741461.0
165.0,216.0,4.0,879525778.0
222.0,49.0,3.0,878183512.0
181.0,121.0,4.0,878962623.0
,11.0,5.0,884129542.0
234.0,626.0,4.0,892336358.0
244.0,707.0,,880606243.0
90.0,25.0,5.0,891384789.0
208.0,216.0,5.0,883108324.0
,,4.0,891298336.0
134.0,323.0,4.0,
279.0,586.0,4.0,892864663.0
2.0,292.0,4.0,888550774.0
,593.0,2.0,886892127.0
49.0,302.0,4.0,888065432.0
286.0,153.0,,877531406.0
205.0,304.0,3.0,888284313.0
22.0,80.0,4.0,878887227.0
,,4.0,
223.0,328.0,3.0,891548959.0
15.0,25.0,3.0,879456204.0
268.0,147.0,4.0,876514002.0
94.0,1220.0,3.0,891722678.0
274.0,405.0,4.0,878945840.0
7.0,492.0,5.0,891352010.0
268.0,217.0,2.0,875744501.0
16.0,55.0,5.0,877717956.0
164.0,620.0,3.0,889402298.0
290.0,161.0,4.0,880474293.0
92.0,515.0,4.0,875640800.0
,1070.0,5.0,889179032.0
56.0,449.0,5.0,892679308.0
248.0,234.0,4.0,884534968.0
234.0,10.0,3.0,
,1049.0,2.0,891702486.0
308.0,187.0,5.0,887738760.0
276.0,64.0,,874787441.0
192.0,948.0,3.0,881368302.0
122.0,509.0,,879270511.0
85.0,,3.0,880838306.0
262.0,931.0,2.0,879790874.0
201.0,,3.0,886013700.0
181.0,870.0,2.0,878962623.0
295.0,739.0,4.0,879518319.0
263.0,,4.0,891299387.0
295.0,39.0,4.0,
201.0,1100.0,4.0,884112800.0
93.0,,3.0,888705966.0
159.0,1028.0,5.0,880557539.0
,665.0,2.0,880134532.0
,423.0,3.0,
82.0,597.0,3.0,878768882.0
276.0,181.0,,
13.0,823.0,5.0,882397833.0
217.0,2.0,3.0,889069782.0
,660.0,4.0,880308256.0
189.0,,5.0,893264466.0
222.0,796.0,4.0,878183684.0
146.0,1022.0,5.0,
,,3.0,878970681.0
126.0,294.0,3.0,887855087.0
,1060.0,1.0,878962675.0
125.0,80.0,4.0,892838865.0
43.0,120.0,4.0,884029430.0
13.0,780.0,1.0,882142057.0
253.0,259.0,2.0,891628883.0
42.0,44.0,,881108548.0
77.0,518.0,4.0,884753202.0
291.0,,5.0,874835165.0
268.0,,3.0,875742822.0
,28.0,3.0,879792220.0
234.0,81.0,3.0,892334680.0
29.0,,3.0,882820803.0
236.0,,5.0,890116575.0
158.0,729.0,3.0,880133116.0
156.0,,4.0,888185947.0
232.0,,5.0,888550130.0
168.0,866.0,5.0,884287927.0
37.0,288.0,,880915258.0
141.0,245.0,3.0,884584426.0
235.0,230.0,4.0,889655162.0
102.0,70.0,3.0,888803537.0
77.0,172.0,3.0,884752562.0
90.0,506.0,5.0,891383319.0
186.0,566.0,5.0,879023663.0
44.0,660.0,5.0,878347915.0
118.0,774.0,5.0,875385198.0
7.0,661.0,,891351624.0
49.0,,2.0,888068651.0
62.0,68.0,1.0,879374969.0
42.0,1028.0,4.0,
178.0,,4.0,
85.0,51.0,2.0,879454782.0
77.0,474.0,5.0,884732407.0
58.0,,,892243079.0
56.0,1047.0,4.0,892911290.0
197.0,688.0,1.0,
286.0,99.0,4.0,878141681.0
90.0,258.0,3.0,891382121.0
181.0,1288.0,1.0,878962349.0
295.0,190.0,4.0,879517062.0
224.0,69.0,,888082495.0
272.0,317.0,4.0,879454977.0
221.0,1010.0,3.0,875246662.0
,877.0,1.0,883601089.0
207.0,,,877124871.0
,487.0,3.0,892079237.0
7.0,648.0,5.0,
87.0,82.0,5.0,879875774.0
195.0,1052.0,,
44.0,449.0,5.0,883613334.0
306.0,287.0,4.0,876504442.0
194.0,172.0,3.0,879521474.0
94.0,,3.0,891722933.0
167.0,659.0,4.0,892738277.0
108.0,,4.0,879879720.0
230.0,304.0,5.0,880484286.0
,927.0,1.0,878962675.0
54.0,302.0,4.0,880928519.0
,22.0,,891384357.0
181.0,696.0,2.0,878962997.0
286.0,357.0,4.0,877531537.0
14.0,269.0,,892242403.0
311.0,179.0,2.0,884365357.0
92.0,121.0,,875640679.0
21.0,440.0,1.0,
244.0,550.0,,
181.0,405.0,4.0,
65.0,806.0,4.0,879216529.0
37.0,540.0,2.0,880916070.0
44.0,,5.0,878348289.0
244.0,183.0,4.0,880606043.0
1.0,265.0,4.0,878542441.0
270.0,25.0,5.0,876954456.0
299.0,387.0,2.0,889502756.0
94.0,572.0,3.0,891723883.0
286.0,746.0,,877533058.0
239.0,272.0,5.0,889181247.0
216.0,55.0,5.0,880245145.0
254.0,121.0,3.0,886472369.0
62.0,665.0,2.0,879376483.0
178.0,385.0,4.0,882826982.0
194.0,23.0,4.0,879522819.0
268.0,955.0,3.0,875745160.0
188.0,143.0,5.0,875072674.0
276.0,,4.0,874786366.0
,1098.0,4.0,880135069.0
207.0,845.0,,881681663.0
